i, j, value
1, 80, 0.47696163727478014
1, 81, 0.9018152973837437
1, 82, 0.8336918564908029
1, 83, 0.050860594059708664
1, 84, 0.9378127375465968
1, 85, 0.052543540657505994
1, 86, 0.0412897279835841
1, 87, 0.8309525830465542
1, 88, 0.5329984380424647
1, 89, 0.896177308270147
1, 90, 0.018997295029848482
1, 91, 0.05877045664637037
1, 92, 0.763146891030167
1, 93, 0.5599311367835013
1, 94, 0.05772944013899994
1, 95, 0.9991071294573605
1, 96, 0.3864920797693967
1, 97, 0.46552847349058546
1, 98, 0.14852321247916545
1, 99, 0.8727125423101894
2, 0, 0.4477164325933177
2, 1, 0.5714431409192224
2, 2, 0.8320904956787509
2, 3, 0.9395650678817763
2, 4, 0.12969275021019222
2, 5, 0.09753084223602515
2, 6, 0.4660440944945431
2, 7, 0.7104723423743642
2, 8, 0.39295642563559363
2, 9, 0.13589230010582598
2, 10, 0.2613846062837045
2, 11, 0.4771768180449415
2, 12, 0.3264210374851082
2, 13, 0.9747747313531518
2, 14, 0.10588955995024851
2, 15, 0.5197563960404462
2, 16, 0.8958215949657373
2, 17, 0.18766998824905323
2, 18, 0.9539369106696074
2, 19, 0.7838658643740597
2, 20, 0.9500568474377303
2, 21, 0.3267201260265836
2, 22, 0.18181432221451355
2, 23, 0.3503385456048017
2, 24, 0.36372852551166734
2, 25, 0.6833926673748063
2, 26, 0.6107077326469829
2, 27, 0.9678513398892904
2, 28, 0.055734607871851805
2, 29, 0.8240415788437704
2, 30, 0.8670217335290387
2, 31, 0.25672088849512353
2, 32, 0.5282695826184488
2, 33, 0.5525533845836585
2, 34, 0.15310083182265577
2, 35, 0.3584130724938166
2, 36, 0.3880729730859066
2, 37, 0.6750620402168438
2, 38, 0.8583868791129295
2, 39, 0.19826849883713793
2, 40, 0.13690666555835984
2, 41, 0.7453079189915152
2, 42, 0.7303046498140614
2, 43, 0.6488220932047646
2, 44, 0.3443448226053917
2, 45, 0.3116010027535153
2, 46, 0.8720280504113953
2, 47, 0.13788386295186505
2, 48, 0.6489589528512208
2, 49, 0.2585623272774217
2, 50, 0.026695431183679896
2, 51, 0.8194882642353042
2, 52, 0.04978434777407681
2, 53, 0.9779451281352494
2, 54, 0.47580346283370956
2, 55, 0.8725028040423891
2, 56, 0.8189758501057376
2, 57, 0.23822463138515693
2, 58, 0.342560544918321
2, 59, 0.48366997201412376
2, 60, 0.19419589439720808
2, 61, 0.036102059049604174
2, 62, 0.2078227062993252
2, 63, 0.24630562470526007
2, 64, 0.4368533117922446
2, 65, 0.6654421969885073
2, 66, 0.39022061217992443
2, 67, 0.6623006933841185
2, 68, 0.9581316336285444
2, 69, 0.7529112349982283
2, 70, 0.47521730947058227
2, 71, 0.08489102834662621
2, 72, 0.13308162391459621
2, 73, 0.6132127413755831
2, 74, 0.5900096729561625
2, 75, 0.55078530670233
2, 76, 0.04841013974624331
2, 77, 0.6242836369139559
2, 78, 0.8656834690676064
2, 79, 0.12463087521509786
2, 80, 0.082234466378584
2, 81, 0.22402350063424326
2, 82, 0.5759693334126259
2, 83, 0.0010962517670285443
2, 84, 0.4405117216640211
2, 85, 0.07435578989242575
2, 86, 0.21250643324368323
2, 87, 0.713539396136983
2, 88, 0.7625249497810906
2, 89, 0.02014973452495661
2, 90, 0.7241991640953567
2, 91, 0.04565684378190171
2, 92, 0.7712441732900593
2, 93, 0.4107357610985183
2, 94, 0.8155685512682415
2, 95, 0.3668481761510597
2, 96, 0.7087364044226809
2, 97, 0.8853445740421597
2, 98, 0.15252080583563243
2, 99, 0.6995011417736613
3, 0, 0.0556311498528117
3, 1, 0.19603254127783387
3, 2, 0.799983625327327
3, 3, 0.21081004886536236
3, 4, 0.13066277734542497
3, 5, 0.9784571669620046
3, 6, 0.14670281666484042
3, 7, 0.6585285240834289
3, 8, 0.7589756577915584
3, 9, 0.938247918505863
3, 10, 0.2888755601343451
3, 11, 0.38380091401111793
3, 12, 0.6833744120383388
3, 13, 0.23547990855667034
3, 14, 0.14894458337306693
3, 15, 0.88051712382858
3, 16, 0.6697105924122732
3, 17, 0.570246899396662
3, 18, 0.07931458291958748
3, 19, 0.4033152288766355
3, 20, 0.05009025199045758
3, 21, 0.36365320874236917
3, 22, 0.18090337391149536
3, 23, 0.4587822379534977
3, 24, 0.9931727816083845
3, 25, 0.7605700569945468
3, 26, 0.7868827081876476
3, 27, 0.03717610448058739
3, 28, 0.2035343857981673
3, 29, 0.7582257502939336
3, 30, 0.7143892962233757
3, 31, 0.22064946563789034
3, 32, 0.7394153238032428
3, 33, 0.20818032554773713
3, 34, 0.2045159892054731
3, 35, 0.15804789062948332
3, 36, 0.42410711950451707
3, 37, 0.25511206696225686
3, 38, 0.3891914282081944
3, 39, 0.8075700596637803
3, 40, 0.34871188761099836
3, 41, 0.089820005872848
3, 42, 0.06138045556919591
3, 43, 0.4648791084350038
3, 44, 0.22608557966272713
3, 45, 0.6098877927576398
3, 46, 0.5821292979501729
3, 47, 0.7751698666143784
3, 48, 0.03741139074630129
3, 49, 0.2182300176843568
3, 50, 0.45074151327419343
3, 51, 0.734908486918723
3, 52, 0.0637176181482868
3, 53, 0.351715057184364
3, 54, 0.3923308931161704
3, 55, 0.44348829936947254
3, 56, 0.030286819695086287
3, 57, 0.7657120463434103
3, 58, 0.058385532596640366
3, 59, 0.327181658922864
3, 60, 0.4381898594567716
3, 61, 0.40966139957580505
3, 62, 0.730290171377666
3, 63, 0.35216805089870695
3, 64, 0.27879944828781233
3, 65, 0.7274983047015525
3, 66, 0.9015007104994394
3, 67, 0.5220537206145149
3, 68, 0.7412893580259883
3, 69, 0.2555546587505233
3, 70, 0.6179319624699517
3, 71, 0.21084712452153564
3, 72, 0.3417135322341165
3, 73, 0.6116607840161791
3, 74, 0.6429476979368356
3, 75, 0.9125031264543436
3, 76, 0.3481245548984293
3, 77, 0.11510980582264851
3, 78, 0.31340607294542977
3, 79, 0.8131742412730781
3, 80, 0.449136247812536
3, 81, 0.9205257690823242
3, 82, 0.03448640565556982
3, 83, 0.3071633743607679
3, 84, 0.32825643475351907
3, 85, 0.6420239949032643
3, 86, 0.2889654534232742
3, 87, 0.3618628950948629
3, 88, 0.28555909032061033
3, 89, 0.5961733496568767
3, 90, 0.7371497711086932
3, 91, 0.2689283238981228
3, 92, 0.5285024686866195
3, 93, 0.451723852529492
3, 94, 0.14953408293596127
3, 95, 0.17286857927214772
3, 96, 0.42630037055560055
3, 97, 0.969334605863088
3, 98, 0.2554809563618753
3, 99, 0.3949044646825449
4, 0, 0.5925499890361536
4, 1, 0.08386556974758486
4, 2, 0.6980883157895614
4, 3, 0.21269677293124067
4, 4, 0.14110132343718307
4, 5, 0.22231116962420006
4, 6, 0.4962313697940405
4, 7, 0.6006601748782127
4, 8, 0.5905935573522344
4, 9, 0.025867162547485223
4, 10, 0.3788106746223683
4, 11, 0.25611240708023153
4, 12, 0.1470428632351407
4, 13, 0.4682173238931131
4, 14, 0.8882273054686947
4, 15, 0.27062898501013
4, 16, 0.7993094719130472
4, 17, 0.5557354705778612
4, 18, 0.7682960352365223
4, 19, 0.7332170161942513
4, 20, 0.7834764081601887
4, 21, 0.2798008302268613
4, 22, 0.05757529461243949
4, 23, 0.7361347941515279
4, 24, 0.6675904790327112
4, 25, 0.4700551653096512
4, 26, 0.7252474284829347
4, 27, 0.16151849622490377
4, 28, 0.5140409574074211
4, 29, 0.7371750422921675
4, 30, 0.7390624584280021
4, 31, 0.6775555892177842
4, 32, 0.29991539612107154
4, 33, 0.1811988269924908
4, 34, 0.2923513682488128
4, 35, 0.14767140443184312
4, 36, 0.5732340125739077
4, 37, 0.4866534448484149
4, 38, 0.6693593468207953
4, 39, 0.9067624333112522
4, 40, 0.5587024658727738
4, 41, 0.6048827296700768
4, 42, 0.28141375608857433
4, 43, 0.7392141058402482
4, 44, 0.9490932714131285
4, 45, 0.6794492188569069
4, 46, 0.0837957620921953
4, 47, 0.4289947548444394
4, 48, 0.3771046592838895
4, 49, 0.1415035946665506
4, 50, 0.7891166781671709
4, 51, 0.5164197017714809
4, 52, 0.3522469098746769
4, 53, 0.9573521639615826
4, 54, 0.6615978857450606
4, 55, 0.9865321865572358
4, 56, 0.7932513779286499
4, 57, 0.4730300959640025
4, 58, 0.14948217762911875
4, 59, 0.8966678091962199
4, 60, 0.1506244578246454
4, 61, 0.8473221751962611
4, 62, 0.25469876643459666
4, 63, 0.23670883548920574
4, 64, 0.8195757646154995
4, 65, 0.36159038199304283
4, 66, 0.9036459644217777
4, 67, 0.7949217531827781
4, 68, 0.03390035561638571
4, 69, 0.1993513922315462
4, 70, 0.7147558855828531
4, 71, 0.01061732803336124
4, 72, 0.2839594059178212
4, 73, 0.8650571765374852
4, 74, 0.340465992372473
4, 75, 0.34973126682618694
4, 76, 0.7178291644251185
4, 77, 0.7272028732437169
4, 78, 0.2109869544513402
4, 79, 0.581729265084403
4, 80, 0.9661543991013964
4, 81, 0.9801988875439485
4, 82, 0.5768682239443532
4, 83, 0.28724984655929775
4, 84, 0.6072619919269587
4, 85, 0.7941057844734075
4, 86, 0.6054397487723032
4, 87, 0.9359746973412392
4, 88, 0.13959108919420793
4, 89, 0.34188948794683005
4, 90, 0.5460743640443585
4, 91, 0.6357958725588359
4, 92, 0.5291339169172289
4, 93, 0.4155488892187531
4, 94, 0.7934119043752775
4, 95, 0.7816315422795718
4, 96, 0.7076943265497574
4, 97, 0.041407946176901245
4, 98, 0.8874092804081027
4, 99, 0.35421740197780993
5, 0, 0.1769384410768654
5, 1, 0.16578514084711737
5, 2, 0.5667583511594133
5, 3, 0.9823035943226047
5, 4, 0.3802741721170241
5, 5, 0.6647916575994574
5, 6, 0.19609062401754251
5, 7, 0.15359304675289154
5, 8, 0.30672769456968885
5, 9, 0.8453086636196203
5, 10, 0.19239145390768708
5, 11, 0.7463945616370486
5, 12, 0.7041288427454727
5, 13, 0.24193931920771095
5, 14, 0.047937685215021286
5, 15, 0.9347721914904941
5, 16, 0.6917793769024041
5, 17, 0.8951549887609425
5, 18, 0.9700416749510145
5, 19, 0.3374277383005848
5, 20, 0.8667328555739993
5, 21, 0.7757825009771931
5, 22, 0.7921402293153441
5, 23, 0.8306796193881444
5, 24, 0.10261939530621556
5, 25, 0.8401621334392503
5, 26, 0.1701799991543279
5, 27, 0.1106542547257553
5, 28, 0.5543368017378036
5, 29, 0.16337679984225417
5, 30, 0.7955033733148928
5, 31, 0.7717542970794653
5, 32, 0.0058953682356776005
5, 33, 0.24979457403139949
5, 34, 0.6546345771232299
5, 35, 0.03903518129375638
5, 36, 0.4186088005989932
5, 37, 0.16499321702322867
5, 38, 0.5224084592377379
5, 39, 0.6995387872641012
5, 40, 0.40525093568849113
5, 41, 0.7110607751416337
5, 42, 0.0819665085819028
5, 43, 0.33524597880330775
5, 44, 0.31641647799739947
5, 45, 0.7582107694614376
5, 46, 0.4852159014816617
5, 47, 0.34737540314859083
5, 48, 0.10905797835976128
5, 49, 0.9591307386613422
5, 50, 0.55765777257001
5, 51, 0.027551352121251038
5, 52, 0.7801609879476631
5, 53, 0.49936772723967016
5, 54, 0.005680545862951858
5, 55, 0.04756238804798951
5, 56, 0.592042892397039
5, 57, 0.44426651680143436
5, 58, 0.5888926465183899
5, 59, 0.0605047633626028
5, 60, 0.6985105375249573
5, 61, 0.6664612486840483
5, 62, 0.8776723260823402
5, 63, 0.6179451961448249
5, 64, 0.8380827449624851
5, 65, 0.011963443862182066
5, 66, 0.428990200665186
5, 67, 0.9278679338236345
5, 68, 0.7932318522722286
5, 69, 0.16645541852595036
5, 70, 0.633620161027476
5, 71, 0.20872263490161225
5, 72, 0.6703914754177566
5, 73, 0.7106937484169308
5, 74, 0.6531279680510373
5, 75, 0.9308974624149897
5, 76, 0.7268742539989074
5, 77, 0.10070748172742461
5, 78, 0.8650380257553507
5, 79, 0.7585406209518079
5, 80, 0.10943469236477321
5, 81, 0.08327835060676947
5, 82, 0.5258119788512908
5, 83, 0.3813537275024854
5, 84, 0.4456035876233494
5, 85, 0.17704266799013446
5, 86, 0.649459012534721
5, 87, 0.18427884366193692
5, 88, 0.0564603926037931
5, 89, 0.5395011227564495
5, 90, 0.14803601004679412
5, 91, 0.21592463671011197
5, 92, 0.25555849279964493
5, 93, 0.45090028415154726
5, 94, 0.37396071687456645
5, 95, 0.7947473316113667
5, 96, 0.5747112493062515
5, 97, 0.4473192878027148
5, 98, 0.7738629395075093
5, 99, 0.025486919930233998
6, 0, 0.19374309691136782
6, 1, 0.9649347092039154
6, 2, 0.178926009146813
6, 3, 0.4651915819549757
6, 4, 0.27985473487974455
6, 5, 0.5623216983866046
6, 6, 0.06544352369344775
6, 7, 0.33016685323502826
6, 8, 0.8351933796089405
6, 9, 0.6538662795648129
6, 10, 0.411453512013884
6, 11, 0.4804318342147027
6, 12, 0.5559198880220395
6, 13, 0.5060696376240705
6, 14, 0.8675461488759136
6, 15, 0.17096103492382486
6, 16, 0.8954355446532539
6, 17, 0.6165957128894357
6, 18, 0.37338240669148415
6, 19, 0.3533942607572017
6, 20, 0.7457139666276855
6, 21, 0.9009728242291182
6, 22, 0.5149640876619146
6, 23, 0.8318116013687149
6, 24, 0.7245354660541832
6, 25, 0.5558963768189965
6, 26, 0.4725806108640509
6, 27, 0.9869757460578416
6, 28, 0.952533184259735
6, 29, 0.10618871384197448
6, 30, 0.6651036978098922
6, 31, 0.0999702392839904
6, 32, 0.6828788052438418
6, 33, 0.42449927530689135
6, 34, 0.5956881120569487
6, 35, 0.7390183513246606
6, 36, 0.6786417875674686
6, 37, 0.24101158987249593
6, 38, 0.6284914965141943
6, 39, 0.7491961850755394
6, 40, 0.1154425440032324
6, 41, 0.5842706898422437
6, 42, 0.08445992721697637
6, 43, 0.5204260841564502
6, 44, 0.5651507768398341
6, 45, 0.035284008847201176
6, 46, 0.7121860022917673
6, 47, 0.16259919671355427
6, 48, 0.967992147220764
6, 49, 0.6597860394684911
6, 50, 0.9807782752082609
6, 51, 0.11559466134973861
6, 52, 0.6990830523044415
6, 53, 0.3455084696231676
6, 54, 0.5691931580920256
6, 55, 0.9249759953916634
6, 56, 0.18222143757081433
6, 57, 0.19773186195085246
6, 58, 0.8118338660397793
6, 59, 0.9912702758941973
6, 60, 0.06409210481923933
6, 61, 0.4010174457349952
6, 62, 0.8859178678458568
6, 63, 0.030653398420502853
6, 64, 0.9262117666018943
6, 65, 0.4472965381035111
6, 66, 0.09394886386117118
6, 67, 0.7570822191905422
6, 68, 0.1975102741135326
6, 69, 0.2690100283063639
6, 70, 0.1753525681041157
6, 71, 0.2000741278793251
6, 72, 0.17081010095199345
6, 73, 0.48552577048119583
6, 74, 0.833184782127961
6, 75, 0.09765710196440969
6, 76, 0.8992763662184597
6, 77, 0.7332483574859593
6, 78, 0.39877486205293955
6, 79, 0.3205850907211335
6, 80, 0.9731014492590055
6, 81, 0.6630026572603354
6, 82, 0.06386622822323673
6, 83, 0.5552772017151141
6, 84, 0.4244628725428946
6, 85, 0.5570680363181628
6, 86, 0.018011486827843814
6, 87, 0.5988476281478493
6, 88, 0.22624861659471596
6, 89, 0.5298916093472151
6, 90, 0.6974280238976819
6, 91, 0.06877028662349371
6, 92, 0.2586828812279719
6, 93, 0.06400969206329943
6, 94, 0.22967949978818425
6, 95, 0.5230373622881387
6, 96, 0.40384526629343076
6, 97, 0.4951224346074663
6, 98, 0.485909231901714
6, 99, 0.44044220622118424
7, 0, 0.8573471206213984
7, 1, 0.9645117294929431
7, 2, 0.29529119342020127
7, 3, 0.30314796138645583
7, 4, 0.0017079596313158696
7, 5, 0.35654684092530253
7, 6, 0.1807696426725116
7, 7, 0.24150112020128855
7, 8, 0.8385621147867163
7, 9, 0.8114099353555896
7, 10, 0.7857445050140703
7, 11, 0.5719021412915438
7, 12, 0.08013470929402966
7, 13, 0.8977781880711249
7, 14, 0.208371850981661
7, 15, 0.11338062387433212
7, 16, 0.18707757214227172
7, 17, 0.7545830243170116
7, 18, 0.20478296780906902
7, 19, 0.47628908358816
7, 20, 0.916739156159224
7, 21, 0.07245732788246695
7, 22, 0.3499748059636101
7, 23, 0.05529305462588874
7, 24, 0.31209289865968937
7, 25, 0.4398160391843723
7, 26, 0.30720952246753397
7, 27, 0.9804301234111549
7, 28, 0.2035200984222384
7, 29, 0.6343065498679961
7, 30, 0.8135887447904449
7, 31, 0.8322891030074027
7, 32, 0.2230566357218201
7, 33, 0.6326492000227533
7, 34, 0.6787437546461363
7, 35, 0.17869676560581782
7, 36, 0.04240128681407296
7, 37, 0.36732357302773944
7, 38, 0.16600386236988884
7, 39, 0.7404446388629828
7, 40, 0.5995398399213727
7, 41, 0.13753701050154155
7, 42, 0.7966011251721156
7, 43, 0.03811607893825142
7, 44, 0.7599107244961792
7, 45, 0.20263290801687206
7, 46, 0.7446510341578716
7, 47, 0.022779423997770554
7, 48, 0.7062820236344389
7, 49, 0.7757707329862844
7, 50, 0.6490562195419126
7, 51, 0.43334153244955564
7, 52, 0.18297217578691904
7, 53, 0.14743890149809624
7, 54, 0.1843192748693805
7, 55, 0.5448220302519353
7, 56, 0.4391704112965932
7, 57, 0.7893936254348219
7, 58, 0.35779157505007675
7, 59, 0.9580580952283704
7, 60, 0.14461340436702563
7, 61, 0.3219460385572288
7, 62, 0.6255209006369384
7, 63, 0.10143448702135127
7, 64, 0.3190387711538655
7, 65, 0.7431865671383057
7, 66, 0.12713180601822593
7, 67, 0.7842006081796495
7, 68, 0.9459226811151769
7, 69, 0.7419055335583887
7, 70, 0.3877674291552131
7, 71, 0.22008403119198316
7, 72, 0.674970126979213
7, 73, 0.9139718330408769
7, 74, 0.9996091916188581
7, 75, 0.15144429811333127
7, 76, 0.23897423426860143
7, 77, 0.056772128887055406
7, 78, 0.425413614555221
7, 79, 0.36135274097189873
7, 80, 0.6069243224644676
7, 81, 0.004743162883064311
7, 82, 0.29793859347598883
7, 83, 0.1532528773772367
7, 84, 0.5022005648804857
7, 85, 0.94408923567808
7, 86, 0.9836117709687578
7, 87, 0.8758619335361474
7, 88, 0.9917082603197231
7, 89, 0.7627367225058411
7, 90, 0.06278249030460459
7, 91, 0.6020177118738109
7, 92, 0.898651350277982
7, 93, 0.017154428778072606
7, 94, 0.5306584527232965
7, 95, 0.16287610429060617
7, 96, 0.7495493805361946
7, 97, 0.8634465469059444
7, 98, 0.19144660226664723
7, 99, 0.3618265614064462
8, 0, 0.00029494457828593834
8, 1, 0.168167225709569
8, 2, 0.2815268557072591
8, 3, 0.9337991194796282
8, 4, 0.9004407985855591
8, 5, 0.6248364219110913
8, 6, 0.24837982380017465
8, 7, 0.29228862343658735
8, 8, 0.46530792044859315
8, 9, 0.7251644969178075
8, 10, 0.6319178000191895
8, 11, 0.7993281275550752
8, 12, 0.09671504308550238
8, 13, 0.8344758896706487
8, 14, 0.7001295365338762
8, 15, 0.3258211543493069
8, 16, 0.15953780744374357
8, 17, 0.4223629220959657
8, 18, 0.9525408780114673
8, 19, 0.8757992752472695
8, 20, 0.6483364177982947
8, 21, 0.498776280977445
8, 22, 0.7691401171119768
8, 23, 0.9399028975972822
8, 24, 0.9750885573644583
8, 25, 0.45797611617307044
8, 26, 0.9416808809879709
8, 27, 0.5016007351618125
8, 28, 0.6029871014422579
8, 29, 0.45624895137868315
8, 30, 0.6067786906305505
8, 31, 0.36981449155462676
8, 32, 0.8880790454599522
8, 33, 0.5477154592067723
8, 34, 0.5426850887702283
8, 35, 0.6048986130175408
8, 36, 0.028291254815465905
8, 37, 0.3075828146558084
8, 38, 0.8194663493230122
8, 39, 0.7762324309672141
8, 40, 0.18136460102488128
8, 41, 0.7118386796162748
8, 42, 0.602553732879035
8, 43, 0.21003045115879493
8, 44, 0.0016625815440425296
8, 45, 0.8463101340465878
8, 46, 0.49059240542454097
8, 47, 0.6188320356329686
8, 48, 0.8517311283167469
8, 49, 0.5993405868392281
8, 50, 0.6251609426494962
8, 51, 0.5955630603626636
8, 52, 0.06106588330972118
8, 53, 0.4468538551884027
8, 54, 0.7758636028940281
8, 55, 0.7079318878301375
8, 56, 0.9662216935135404
8, 57, 0.8180774869749732
8, 58, 0.33903208159674947
8, 59, 0.23003355694486194
8, 60, 0.6266808707749886
8, 61, 0.8330163791340425
8, 62, 0.01831569053849791
8, 63, 0.36969438072149474
8, 64, 0.32887913855037
8, 65, 0.5456013777379697
8, 66, 0.05412643001745654
8, 67, 0.05666351525250701
8, 68, 0.4078283827375633
8, 69, 0.5466117915203086
8, 70, 0.5283836108502727
8, 71, 0.5936081854011059
8, 72, 0.5886263588018981
8, 73, 0.21073221538327125
8, 74, 0.2187442829709415
8, 75, 0.9325962470000704
8, 76, 0.326885092487018
8, 77, 0.7833796023853151
8, 78, 0.009865525629978666
8, 79, 0.020308294390355308
8, 80, 0.25821532709688444
8, 81, 0.79646250181084
8, 82, 0.586571074180535
8, 83, 0.23414117762670494
8, 84, 0.7800950315586427
8, 85, 0.9809827391313631
8, 86, 0.29920017267731003
8, 87, 0.1374620279560319
8, 88, 0.9947544879268688
8, 89, 0.9835361255288954
8, 90, 0.03931202361000907
8, 91, 0.904093973797307
8, 92, 0.1020154171539841
8, 93, 0.28889424359030436
8, 94, 0.7980717670222471
8, 95, 0.4369832569892116
8, 96, 0.6818472880586604
8, 97, 0.3870586855462289
8, 98, 0.37874002588267386
8, 99, 0.056020147525088326
9, 0, 0.160208967950903
9, 1, 0.17269808881123716
9, 2, 0.22662291068930118
9, 3, 0.7757935505430257
9, 4, 0.26508243354457783
9, 5, 0.32751454501429034
9, 6, 0.8188212639501996
9, 7, 0.26201682785418
9, 8, 0.3955959104684824
9, 9, 0.09860974763736119
9, 10, 0.19826477980814128
9, 11, 0.7703365074404925
9, 12, 0.5669890714028607
9, 13, 0.8799822505948027
9, 14, 0.8392831289089199
9, 15, 0.7985573338256275
9, 16, 0.5058417639437622
9, 17, 0.6538415949435025
9, 18, 0.5392074124141554
9, 19, 0.10930064801864126
9, 20, 0.7950231270106923
9, 21, 0.4247699535321706
9, 22, 0.04071173375977999
9, 23, 0.45126089382207324
9, 24, 0.6266282093990339
9, 25, 0.8207898133916552
9, 26, 0.35810345996913495
9, 27, 0.23019716887345743
9, 28, 0.8953468543350709
9, 29, 0.8309941306247676
9, 30, 0.9958418702557725
9, 31, 0.40209017549549575
9, 32, 0.2780438805696941
9, 33, 0.6865917861720717
9, 34, 0.34739973552818226
9, 35, 0.18269148073206942
